id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
26,0,"192.168.1.195","b8:27:eb:58:91:d2","b8:27:eb",49000,"185.244.25.235","78:8a:20:43:93:d5","78:8a:20",6667,6,4,0,0,1545404420926,1545404425021,4095,15,1340,1545404420926,1545404425021,4095,9,693,1545404424039,1545404424976,937,6,647,66,89.33333333333333,40.262827000786196,199,66,77.0,19.131126469708992,126,66,107.83333333333334,57.174877933115575,199,0,292.5,615.1669879609301,2080,1,511.87499999999994,758.1042969143494,2080,0,187.40000000000003,397.3585282839668,898,4,0,0,0,12,5,0,1,3,0,0,0,6,2,0,0,1,0,0,0,6,3,0,1,"IRC","Chat",0,6,"","","","",""
27,0,"192.168.1.195","b8:27:eb:58:91:d2","b8:27:eb",49002,"185.244.25.235","78:8a:20:43:93:d5","78:8a:20",6667,6,4,0,0,1545404424977,1545404426462,1485,15,1324,1545404424977,1545404426462,1485,7,545,1545404424994,1545404426416,1422,8,779,66,88.26666666666665,40.79297325112091,199,66,77.85714285714285,22.003246513704674,126,66,97.375,52.05748882588502,199,0,106.07142857142853,267.1244205308755,965,0,247.5,383.504237264727,965,0,203.1428571428571,371.6335240401169,983,2,0,0,0,14,5,0,1,1,0,0,0,6,2,0,0,1,0,0,0,8,3,0,1,"IRC","Chat",0,6,"","","","",""
28,0,"192.168.1.195","b8:27:eb:58:91:d2","b8:27:eb",49004,"185.244.25.235","78:8a:20:43:93:d5","78:8a:20",6667,6,4,0,0,1545404426417,1545404433622,7205,4,296,1545404426417,1545404433622,7205,4,296,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1045,2401.6666666666665,1543.505533949695,4081,1045,2401.6666666666665,1543.505533949695,4081,0,0.0,0.0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unknown","Unspecified",0,0,"","","","",""
29,0,"192.168.1.195","b8:27:eb:58:91:d2","b8:27:eb",49006,"185.244.25.235","78:8a:20:43:93:d5","78:8a:20",6667,6,4,0,0,1545404436419,1545404443622,7203,4,296,1545404436419,1545404443622,7203,4,296,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1043,2401.0,1544.3846671085544,4081,1043,2401.0,1544.3846671085544,4081,0,0.0,0.0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unknown","Unspecified",0,0,"","","","",""
30,0,"192.168.1.195","b8:27:eb:58:91:d2","b8:27:eb",49008,"185.244.25.235","78:8a:20:43:93:d5","78:8a:20",6667,6,4,0,0,1545404446421,1545404453621,7200,4,296,1545404446421,1545404453621,7200,4,296,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1041,2400.0,1544.720363043098,4080,1041,2400.0,1544.720363043098,4080,0,0.0,0.0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unknown","Unspecified",0,0,"","","","",""
31,0,"192.168.1.195","b8:27:eb:58:91:d2","b8:27:eb",49010,"185.244.25.235","78:8a:20:43:93:d5","78:8a:20",6667,6,4,0,0,1545404456423,1545404463621,7198,4,296,1545404456423,1545404463621,7198,4,296,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1038,2399.3333333333335,1545.2903718503305,4079,1038,2399.3333333333335,1545.2903718503305,4079,0,0.0,0.0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unknown","Unspecified",0,0,"","","","",""
32,0,"192.168.1.195","b8:27:eb:58:91:d2","b8:27:eb",49012,"185.244.25.235","78:8a:20:43:93:d5","78:8a:20",6667,6,4,0,0,1545404466425,1545404474951,8526,18,1618,1545404466425,1545404474951,8526,11,893,1545404473638,1545404474905,1267,7,725,66,89.88888888888889,37.88355050272889,199,66,81.1818181818182,22.683995158781805,126,66,103.57142857142857,53.397431719940556,199,0,501.5294117647057,1072.896262322636,4079,0,852.6,1309.7254334825718,4079,0,211.16666666666669,400.88572769140416,1022,5,0,0,0,14,6,0,1,4,0,0,0,7,3,0,0,1,0,0,0,7,3,0,1,"IRC","Chat",0,6,"","","","",""
33,0,"192.168.1.195","b8:27:eb:58:91:d2","b8:27:eb",49014,"185.244.25.235","78:8a:20:43:93:d5","78:8a:20",6667,6,4,0,0,1545404474906,1545404482101,7195,4,296,1545404474906,1545404482101,7195,4,296,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1035,2398.3333333333335,1547.2583279250214,4080,1035,2398.3333333333335,1547.2583279250214,4080,0,0.0,0.0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unknown","Unspecified",0,0,"","","","",""
34,0,"192.168.1.195","b8:27:eb:58:91:d2","b8:27:eb",49016,"185.244.25.235","78:8a:20:43:93:d5","78:8a:20",6667,6,4,0,0,1545404484908,1545404492101,7193,4,296,1545404484908,1545404492101,7193,4,296,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1033,2397.6666666666665,1547.493887979314,4079,1033,2397.6666666666665,1547.493887979314,4079,0,0.0,0.0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unknown","Unspecified",0,0,"","","","",""
35,0,"192.168.1.195","b8:27:eb:58:91:d2","b8:27:eb",49018,"185.244.25.235","78:8a:20:43:93:d5","78:8a:20",6667,6,4,0,0,1545404494910,1545404502102,7192,4,296,1545404494910,1545404502102,7192,4,296,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1032,2397.3333333333335,1548.58042520669,4080,1032,2397.3333333333335,1548.58042520669,4080,0,0.0,0.0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unknown","Unspecified",0,0,"","","","",""
36,0,"192.168.1.195","b8:27:eb:58:91:d2","b8:27:eb",49020,"185.244.25.235","78:8a:20:43:93:d5","78:8a:20",6667,6,4,0,0,1545404504912,1545404512102,7190,4,296,1545404504912,1545404512102,7190,4,296,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1030,2396.6666666666665,1549.462272316862,4080,1030,2396.6666666666665,1549.462272316862,4080,0,0.0,0.0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unknown","Unspecified",0,0,"","","","",""
37,0,"192.168.1.195","b8:27:eb:58:91:d2","b8:27:eb",49022,"185.244.25.235","78:8a:20:43:93:d5","78:8a:20",6667,6,4,0,0,1545404514914,1545404522102,7188,4,296,1545404514914,1545404522102,7188,4,296,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1028,2396.0,1550.9896840404838,4081,1028,2396.0,1550.9896840404838,4081,0,0.0,0.0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unknown","Unspecified",0,0,"","","","",""
38,0,"192.168.1.195","b8:27:eb:58:91:d2","b8:27:eb",49024,"185.244.25.235","78:8a:20:43:93:d5","78:8a:20",6667,6,4,0,0,1545404524916,1545404532101,7185,4,296,1545404524916,1545404532101,7185,4,296,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1025,2395.0,1551.0241777612623,4079,1025,2395.0,1551.0241777612623,4079,0,0.0,0.0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unknown","Unspecified",0,0,"","","","",""
39,0,"192.168.1.195","b8:27:eb:58:91:d2","b8:27:eb",49026,"185.244.25.235","78:8a:20:43:93:d5","78:8a:20",6667,6,4,0,0,1545404534918,1545404542102,7184,4,296,1545404534918,1545404542102,7184,4,296,0,0,0,0,0,74,74.0,0.0,74,74,74.0,0.0,74,0,0.0,0.0,0,1024,2394.6666666666665,1552.1099617402542,4080,1024,2394.6666666666665,1552.1099617402542,4080,0,0.0,0.0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Unknown","Unspecified",0,0,"","","","",""
